2.4,-0.6,-0.2797
-0.7,-3.9,9.485
-4.9,-1.7,3.9833
-5,2.4,5.7522
0.6,-1.1,0.5988
4.3,-3.5,6.0014
-2,4.8,14.752
-3.3,0.9,2.0838
2.7,-0.1,-0.73367
2.7,-3.5,6.4006
3,-2,1.617
0.8,-3.1,5.8501
-2.1,3.3,7.682
-4.9,-4.1,12.377
-2.4,0.9,1.5875
-2.2,4.2,11.558
-2.3,-2.6,5.1162
-0.2,-2.1,2.7048
-4.2,-2.6,6.1515
-2.3,1.1,1.8265
-4.6,-3.7,10.429
4.5,-4.8,12.425
-3,-3.3,8.0194
-3,4.3,12.712
-2.7,0.1,1.451
1.3,-0.6,0.087412
-1.5,2.7,5.3123
0,-0.2,-0.037705
-2.1,-1.1,1.8439
-2.2,-3.1,6.838
-4.2,5,16.635
-3.8,-0.1,1.7149
-2.7,-4.6,14.13
-1.2,5,15.676
-3.7,3.6,9.4937
3.8,4.1,8.8316
-1,3,6.0048
3.6,-1.4,-0.085538
3.7,-3.7,6.7717
1,4.2,10.256
4.1,3.7,6.9142
-2.2,0.4,1.4021
-2.7,-4,11.317
1.8,-3.7,7.9547
-0.6,-0.2,0.61597
-4.7,3.6,9.9254
-2.9,0.3,1.5264
0.3,-0.2,0.2814
4.8,-2.4,1.9359
-0.2,-2.4,3.6904
-0.1,-4.5,12.688
0,2.4,3.8468
-3.7,4.1,11.816
3.6,-0.7,-1.1172
-3.1,-0.8,1.9273
-3.4,-0.3,1.6638
1.5,4.2,10.156
3.1,-4.4,10.747
3.9,-0.3,-1.4973
3.1,-4.1,9.0727
-3.6,-0.5,1.781
4,-3.1,4.5477
-0.4,4,10.095
4.4,-2.7,2.4184
2.7,-4.6,11.863
-4.4,-2.9,7.1203
-0.1,-3.2,6.6965
4.7,4.3,9.6674
0.9,-1.8,1.7911
-3.2,2.4,4.8226
-3,0.1,1.7567
3.8,-3.6,6.6429
0.6,-3.4,6.8149
-0.5,0.7,0.67395
4.9,-1.7,0.05869
1.3,3.3,6.0151
-4.9,2.6,6.4445
0.9,-3.3,6.5979
-1.4,1,1.2839
-2.2,1.8,3.0435
-3.7,-3.3,8.4627
0.4,4.4,11.616
-2.6,-0.6,1.4599
3.7,-4,8.1546
-0.2,3.4,7.4596
-0.9,1.4,1.9903
0.3,3.6,8.1934
4.1,2.2,1.7488
-4.8,3,7.3943
-3.5,2.7,5.9625
1.9,0.4,-0.50932
2,-3.5,6.9067
-2.9,-0.8,1.8639
2.5,-2.4,2.711
4.4,2,1.0845
-4.4,-0.6,2.3192
0.8,-4.4,11.486
-0.6,4.1,10.285
0,0.8,0.75944
0.3,-2.6,4.3393
-2.9,-3.2,7.3579
2,-1.1,0.14541
3.2,0.3,-0.76506
-1.3,-2.7,4.9579
0.9,-2.4,3.4377
2.9,-2.6,3.2494
-1,-0.6,0.77007
-0.1,-3.5,7.3163
4.8,-3,3.576
1.6,-4.6,12.291
1.2,-4.2,10.333
-0.7,-0.8,0.61376
1.6,2.6,3.7728
-4.8,3.9,11.494
-3.9,-3.6,9.2992
-2.4,1.1,1.8085
2.2,0.7,-0.41862
2.3,-3.6,7.0708
-3.2,-0.8,1.7235
1.2,-0.5,0.04299
3.7,1.7,0.77359
-2.7,1,1.8752
-0.2,4.9,14.779
3.6,0.5,-0.9404
-3.2,-0.1,1.5918
1.2,-3.5,7.2868
-0.1,3.7,8.5525
0.9,-0.4,-0.19311
-1.2,4.1,10.685
-1.2,4,10.684
4.9,4.2,9.112
-1.1,1.8,2.3421
-0.1,-2.2,3.4862
-4.5,-1.4,3.0994
-3.3,0.7,1.645
-0.6,3,6.0425
1.5,0.9,0.26727
5,2.1,0.98847
-0.3,-5,15.529
-2.6,3.8,10.292
1.1,0.4,-0.25491
-2.7,2.9,6.5993
4.3,4.7,11.605
-2.3,-2.2,4.1628
1.3,-3.4,6.7452
3.8,-3.7,7.1717
2.9,0.2,-0.74422
-0.5,0.2,0.20642
1.6,-4,9.1228
2.4,3.8,7.9637
1,0.8,0.21039
1.4,-3.2,5.8559
5,-0.3,-1.2922
-3.8,3.1,7.2049
-3.9,-3.8,10.563
1,0.6,0.21394
-4.4,-3,7.3603
1.8,-0.9,-0.22796
-2.4,-1.1,2.0095
0.6,-3,5.3514
2.5,-4.7,12.236
-2.4,0.1,1.0177
0.6,0.7,0.01693
-2.3,-2.5,4.7435
-1.7,0.2,0.92135
-2.2,3.1,7.0275
-4.5,-1.2,2.944
-4.8,-2.4,5.942
2.1,-0.8,-0.32344
-1.7,-3.6,8.7711
-2.5,2.7,5.167
2.7,2.7,3.5311
-3.9,1.5,3.2979
-0.2,-0.3,0.49636
0.6,1.6,1.605
-0.5,0.6,0.80745
4.5,-3.4,5.4787
-4.1,2.8,6.931
-4,2.7,6.2366
3.5,-2.7,3.0217
-0.8,4.5,12.94
0.2,-2.9,5.308
3.4,1,-0.21511
-0.7,3.9,9.5149
0.6,-2.3,3.2283
2.2,-2,2.1296
0.5,-4.6,12.965
4.1,1.4,0.081667
-3.3,3,7.1808
-4.7,-2,4.5638
-3.5,3.4,8.4911
-3.8,2.4,5.3538
-0.5,2.3,4.0258
-3.1,-1.7,3.4555
4,-0.3,-1.2971
-1.8,-3.1,6.6697
-2.6,3.4,8.2587
2.4,3.6,6.9907
4.4,-3.9,7.5588
1.6,2.4,3.144
4,-4.1,8.5874
4.2,-3.6,6.5212
-3.4,-0.5,2.2176
-4.6,-4.8,16.009
3.2,-4.3,9.9186
-4.3,-2.1,4.7253
3.6,-2.2,1.6692
2.4,-1,-0.0063864
-0.9,-4.4,12.276
-0.2,-2.8,5.0511
2.1,-2.3,2.6948
2.3,-2.1,1.7925
1.8,-1.9,2.054
4.9,-1.8,0.22769
4.3,-0.9,-0.93387
2.5,-2,1.5458
3.2,3.3,5.5894
4.7,-0.5,-1.229
3.6,4.5,11.19
0.3,-0.3,0.23325
2.5,4.4,10.984
4.8,2.7,2.7018
-2.5,1.2,2.0369
-1.7,-1.3,2.0832
2.2,-1.7,1.0466
-4.9,0.8,2.6587
-0.4,2.4,3.9213
5,2.9,3.0456
0,1.1,1.204
-1.4,-1.6,2.4461
-0.8,-0.9,0.9569
4.5,-2.1,1.2971
-0.8,-3.8,9.4359
-4.9,-1.6,3.7918
-3.6,-3,7.0741
1.8,-0.1,-0.24969
-3.6,3,7.1094
-4.9,-2.9,7.2759
2.1,1.1,0.17058
-0.9,-3.5,7.9362
-2.2,-3.6,8.9153
4.5,3.6,6.3518
4.6,0.1,-1.4087
-4.5,3.9,11.138
4.1,-0.5,-1.0241
-4.9,3,7.616
0,1.7,2.1327
1.6,-3,4.8601
2.9,-3.5,6.4259
-3.5,-4,11.445
1.9,1,0.24133
3.4,-1.7,0.86498
1.1,-3.9,9.0747
-2,3.9,10.163
-1.8,0.1,1.0427
2.8,3.8,7.6253
0.7,-1.6,1.7274
1.4,-1.3,1.1248
-0.8,-2,3.1793
-1.4,4.1,11.015
-1.2,3.8,9.8477
-1.6,0.7,1.4239
1.6,4.4,11.417
1,2.3,3.1386
-4.6,1.3,3.4907
-4.6,1.7,3.7726
3.5,-2.5,2.5994
-2.4,0.2,1.5034
-4.3,2,4.3163
2.3,2.9,4.3003
-2.8,-5,16.544
3.6,-2.7,3.4629
1.7,0.5,-0.32051
3.4,-1.6,0.39614
-0.1,3.4,7.3889
2.5,1.5,0.51862
2.8,3,4.6219
1.9,-1.5,0.94883
-4,-2.9,7.1744
3,1.3,0.42616
-1.9,1.7,2.6724
-4.5,2.9,7.2938
-1.4,-4.7,14.19
-3.4,4.8,15.478
3.7,0.5,-1.33
3.5,2.8,3.5914
-4.3,-0.5,2.3212
3.8,0.2,-1.1283
3.9,1.4,0.029397
2.1,-3.7,7.7711
3.2,4.9,13.694
